id,EAP,HPL,MWS
id17859,0.7617,0.222841,0.015489
id01631,0.218546,0.763957,0.0175266
id10949,0.329757,0.547233,0.12304
id02613,0.926584,0.0192592,0.0541873
id21773,0.0729931,0.896859,0.0301775
id08523,0.0490875,0.00211895,0.948824
id08014,0.282277,0.628173,0.0895806
id08659,0.134084,0.638508,0.227439
id17792,0.754137,0.121636,0.124257
id25612,0.133372,0.37901,0.487647
id27792,0.254295,0.53832,0.207415
id08889,0.847098,0.0311847,0.121747
id17156,0.978273,0.00398899,0.0177679
id04124,0.567217,0.125937,0.306876
id05048,0.252166,0.0604176,0.687447
id18882,0.128828,0.00294256,0.86826
id03999,0.0156034,0.807771,0.176656
id04390,0.106228,0.832694,0.061108
id06734,0.885616,0.0141042,0.10031
id12623,0.0795109,0.829235,0.0912837
id10904,0.214803,0.645753,0.139474
id23535,0.909381,0.0646381,0.0260105
id08442,0.780629,0.00447031,0.21493
id25272,0.975461,0.0131072,0.0114613
id15926,0.0243675,0.0801022,0.89556
id07186,0.398432,0.260246,0.341352
id20674,0.105095,0.130334,0.764602
id13297,0.926081,0.0609642,0.0129851
id08076,0.982048,0.0138139,0.00416853
id10493,0.23539,0.0183629,0.746277
id19450,0.699966,0.130889,0.169174
id21746,0.608155,0.107723,0.284152
id22034,0.0314525,0.00620881,0.962369
id05074,0.60348,0.309211,0.0873385
id07348,0.851422,0.0270267,0.121582
id01308,0.834242,0.131697,0.0340909
id06705,0.157533,0.0120503,0.830447
id21444,0.818827,0.0726525,0.108551
id12010,0.0182907,0.959036,0.0227037
id19949,0.318453,0.576916,0.104661
id01125,0.381311,0.0136539,0.605065
id20380,0.243543,1.0148e-05,0.756477
id04880,0.282832,0.66529,0.0519076
id10095,0.31377,0.543083,0.143176
id01379,0.439064,0.50362,0.0573465
id11651,0.928561,0.0680075,0.00346128
id24870,0.0926268,0.734473,0.17293
id11307,0.11934,0.146087,0.734603
id00731,0.093893,0.746479,0.159658
id18806,0.754622,0.0621678,0.18324
id16899,0.574223,0.3324,0.0934073
id12522,0.265353,0.145353,0.589323
id20119,0.683368,0.213233,0.103429
id26937,0.357401,0.425324,0.217305
id27439,0.152922,0.804708,0.0424002
id27579,0.726,0.00886005,0.26517
id13459,0.976051,0.0105046,0.0134742
id11534,0.991425,0.000689684,0.00791499
id19984,0.00880058,0.98542,0.00580967
id06404,0.991227,0.00833749,0.000465246
id23309,0.502487,0.370622,0.126921
id19314,0.0750414,0.905117,0.0198717
id13300,0.0923776,0.807241,0.100411
id09562,0.14118,0.221071,0.637779
id08036,0.296802,0.264906,0.438323
id03683,0.167609,0.00435112,0.82807
id04784,0.856447,0.0634632,0.0801194
id08715,0.0887208,0.0171416,0.894168
id08479,0.939333,0.0214541,0.0392433
id18360,0.487895,0.0328393,0.479295
id26170,0.0974123,0.892633,0.00998459
id20424,0.501498,0.00397928,0.494553
id10361,0.874437,0.0838389,0.0417538
id02335,0.111354,0.322652,0.566025
id18664,0.0306382,0.0710232,0.898369
id11480,0.210781,0.0104817,0.778767
id13229,0.0292704,0.0909349,0.879825
id19658,0.111295,0.307313,0.581422
id01421,0.704005,0.0386043,0.257421
id26050,0.676567,0.121548,0.201915
id27136,0.999924,4.51201e-05,6.11484e-05
id14688,0.270066,0.678486,0.0514788
id24936,0.675507,0.042063,0.28246
id09776,0.221359,0.521406,0.257266
id14765,0.107118,0.0094109,0.883501
id06704,0.193065,0.000648571,0.806316
id06961,0.0354917,0.156535,0.808003
id12725,0.0924633,0.623067,0.2845
id27875,0.0479888,0.0115408,0.9405
id20750,0.111162,0.00158102,0.887287
id19081,0.745653,0.031331,0.223046
id05773,0.0169449,0.0781702,0.904915
id04241,0.389535,0.160029,0.450465
id24438,0.0308745,0.926149,0.043007
id09353,0.907277,0.0647081,0.0280451
id19446,0.0879563,0.858323,0.053751
id20203,0.000736205,0.00174623,0.997548
id07711,0.179839,0.213709,0.606482
id15758,0.907348,0.0703749,0.0223067
id17665,0.200014,0.139022,0.660994
id14167,0.471746,0.017633,0.510651
id00687,0.204921,0.0154962,0.779613
id00735,0.253904,0.134722,0.611403
id26443,0.58055,0.0640918,0.355388
id15242,0.42705,0.571982,0.000998205
id13474,0.031747,0.839836,0.128447
id04409,0.829868,0.0918509,0.0783113
id19438,0.273659,0.324394,0.401977
id04101,0.0089604,0.789012,0.202057
id26992,0.816503,0.130477,0.0530506
id14645,0.413034,0.546379,0.0406169
id26429,0.373609,0.22158,0.404842
id05710,0.934076,0.00553052,0.0604237
id07474,0.0259908,0.275512,0.698527
id21067,0.230999,0.0101924,0.758839
id20264,0.718384,0.194582,0.0870634
id04991,0.410016,0.1169,0.473114
id07054,0.00633283,9.15993e-05,0.993606
id14413,0.134003,0.167217,0.698809
id21861,0.215357,0.217533,0.56714
id12933,0.214921,0.640827,0.144282
id08074,0.140175,0.00698528,0.852869
id03176,0.690431,0.233853,0.0757464
id15239,0.40376,0.00372831,0.592542
id05322,0.327937,0.626727,0.0453663
id25957,0.00814658,0.000545373,0.991338
id22789,0.0451476,0.00328348,0.951599
id03435,0.0737548,0.0195272,0.906748
id06122,1.00163e-05,1.0,1.04521e-05
id00869,0.848871,0.0137816,0.137378
id23400,0.0415118,0.750967,0.207551
id08127,0.852062,0.057414,0.0905545
id08856,0.0615052,0.00827975,0.930245
id01919,0.17053,0.55893,0.27057
id22051,0.692555,0.223069,0.0844059
id19791,0.901546,0.010011,0.0884734
id06679,0.0940076,0.0513642,0.854658
id25385,0.237726,0.661977,0.100326
id04313,0.0842407,0.506864,0.408926
id01389,0.043551,0.924629,0.0318496
id17264,0.259414,0.317767,0.422849
id23062,0.996137,0.0029498,0.000943347
id17008,0.300359,0.384125,0.315546
id04746,0.0339058,0.934179,0.0319453
id11487,0.187038,0.790177,0.0228145
id02111,0.244878,0.586866,0.168286
id08911,0.61062,0.335564,0.0538454
id00845,0.818553,0.139753,0.0417237
id02409,0.511625,0.109136,0.379269
id20141,0.0207007,0.954395,0.0249338
id06353,0.98316,0.00511602,0.0117541
id14766,0.193027,0.794108,0.012895
id05294,0.0432865,0.726749,0.229995
id12568,0.658852,0.238716,0.102462
id27571,0.195156,0.332967,0.471907
id20377,0.870764,0.0660779,0.0631881
id24340,0.867547,0.0678391,0.0646443
id05355,0.123299,0.0203114,0.856419
id01246,0.0940576,0.888185,0.0177872
id17173,0.78329,0.0800802,0.13666
id16338,0.159145,0.296488,0.544397
id14712,0.0340176,0.961024,0.00498815
id10590,0.205079,0.0369573,0.757994
id13157,0.0528468,0.0526682,0.894515
id23915,0.904497,0.0262514,0.0692813
id05903,0.734112,0.246573,0.0193449
id03661,0.114785,0.401709,0.483537
id21177,0.730116,0.2641,0.00581431
id12025,0.208223,0.771971,0.0198359
id14031,0.986107,0.00436224,0.0095603
id21299,0.00215495,5.52224e-05,0.99782
id00758,0.209389,0.1867,0.603941
id25034,0.741911,0.00230945,0.255809
id01407,0.91154,0.0138037,0.0746861
id24205,0.146491,0.84452,0.0090183
id22350,0.694594,0.232609,0.0728269
id05983,0.127699,0.0490604,0.82327
id23821,0.33634,0.109904,0.553786
id21960,0.0504262,0.434234,0.51537
id08108,0.913997,0.00611191,0.0799211
id03232,0.111306,0.0678145,0.82091
id12956,0.297795,0.183448,0.518787
id03217,0.00231354,0.990465,0.00725101
id08955,0.00693466,0.806748,0.186347
id22567,0.407528,0.0251257,0.567376
id20367,0.900719,0.0489334,0.0503781
id06319,0.719155,0.228564,0.0523112
id14239,0.394173,0.220286,0.38557
id05013,0.597558,0.108116,0.294356
id26491,0.000694564,0.998574,0.000761746
id23540,0.500883,0.140635,0.358512
id25631,0.227962,0.0327785,0.739289
id01591,0.822957,0.0408545,0.136218
id01193,0.864433,0.0583887,0.0772085
id24819,0.27254,0.622564,0.104927
id08308,0.627073,0.229323,0.143634
id27567,0.0341192,0.00726429,0.958646
id12998,0.852484,0.0143494,0.133197
id08315,0.120293,0.853227,0.0265092
id16118,0.629094,0.133809,0.237126
id27505,0.51387,0.373194,0.112966
id08529,0.0121371,0.926082,0.0618105
id20249,0.145024,0.055635,0.799371
id24343,0.248901,0.0948199,0.656309
id03631,0.173341,0.665345,0.161345
id00349,0.185345,0.6788,0.135885
id04969,0.147554,0.749261,0.103215
id11856,0.317861,0.341722,0.340447
id26020,0.989556,0.0104323,4.18722e-05
id07957,0.999832,7.6064e-05,0.000121645
id03899,0.626305,0.203635,0.17009
id14650,0.98014,0.00792484,0.0119648
id21807,0.884379,0.0159628,0.0996887
id21685,0.912065,0.0767071,0.0112575
id06655,0.325881,0.636935,0.037213
id27764,0.886375,0.0651863,0.0484683
id02847,0.804704,0.0710771,0.124249
id07271,0.929711,0.0316886,0.0386303
id15978,0.791952,0.0277393,0.180339
id12075,0.277404,0.0572815,0.665345
id23611,0.556232,0.275146,0.168651
id05191,0.466728,0.489612,0.0436903
id04303,0.209608,0.0614415,0.72898
id12277,0.402663,0.432965,0.164402
id15582,0.81804,0.0940909,0.0878995
id02917,0.962443,0.0177245,0.019862
id25622,0.276762,0.147456,0.575812
id16495,0.355007,0.217735,0.427288
id17839,0.0751952,0.0860382,0.838796
id20373,0.0842428,0.774392,0.141395
id25342,0.693155,0.00979043,0.297085
id13518,0.610234,0.233391,0.156406
id19958,0.683651,0.0296343,0.286744
id00228,0.999264,0.000179101,0.00058647
id00367,0.0436039,0.0426705,0.913756
id16274,0.440911,0.429509,0.129609
id27969,0.142923,0.61318,0.243926
id18474,0.80164,0.13628,0.0621099
id02892,0.0260235,0.945836,0.0281707
id03838,0.481756,0.499063,0.0192114
id08960,0.0552378,0.930964,0.0138284
id17320,0.0231375,0.629259,0.347634
id20922,0.460784,0.311561,0.227685
id17364,0.14926,0.287349,0.563421
id06523,0.932676,0.00890904,0.058445
id16232,0.253374,0.713454,0.0332018
id01886,0.189707,0.784688,0.0256354
id18234,0.0703854,0.889488,0.0401568
id26057,0.84006,0.0150416,0.144928
id09436,0.147322,0.819202,0.0335055
id09543,0.00200705,0.923863,0.0741596
id15732,0.871507,0.0802972,0.0482258
id22927,0.874975,0.0091052,0.11595
id26551,0.0664525,0.0840639,0.849514
id11126,0.458431,0.231372,0.310227
id02903,0.997995,0.000932312,0.00110287
id24549,0.0517083,0.581588,0.366734
id01618,0.0383915,0.610118,0.35152
id22005,0.0146347,0.00140154,0.983994
id02603,0.0645422,0.490122,0.445366
id22118,0.605154,0.206388,0.188488
id24985,0.534093,0.372568,0.0933688
id19044,0.67407,0.219713,0.106247
id03296,0.0669931,0.898266,0.0347714
id17299,0.288774,0.66759,0.0436657
id08251,0.639499,0.0350158,0.325515
id05491,0.793264,0.0769138,0.129852
id17009,0.965676,0.0103285,0.024025
id07381,0.0494558,0.713295,0.237279
id07643,0.694031,0.148396,0.157604
id24227,0.628762,0.0905029,0.280765
id04099,0.915323,0.000625717,0.0840817
id11393,0.332035,0.331975,0.33602
id19396,0.290724,0.635875,0.0734304
id15362,0.918766,0.0386725,0.0425913
id00195,0.932311,0.0294122,0.0383064
id02296,0.17706,0.0194195,0.803551
id27754,0.848647,0.129237,0.0221466
id16471,0.0262032,0.888423,0.0854033
id15237,0.154508,0.748735,0.0967871
id10099,0.298068,0.657667,0.0442947
id21647,0.973176,0.00201908,0.024835
id13571,0.158765,0.766949,0.0743161
id15137,0.0255167,0.927559,0.046954
id10965,0.0264691,0.285634,0.687927
id24918,0.0256206,0.928826,0.045583
id01700,0.863764,0.0806882,0.0555775
id03901,0.0393206,0.950936,0.00977333
id24411,0.122739,0.739823,0.137468
id02597,0.391757,0.327481,0.280792
id07981,0.217201,0.000853509,0.781975
id07429,0.290453,0.265426,0.444151
id13354,0.416567,0.176965,0.406497
id25693,0.971461,0.00129077,0.027278
id11305,0.0742491,0.58025,0.345531
id26634,0.919656,0.0181802,0.0621937
id09180,0.920455,0.0228085,0.0567666
id19991,0.698479,0.111462,0.190089
id05497,0.236685,0.0164565,0.746889
id08058,0.112686,0.69201,0.195335
id06612,0.0133192,0.0416659,0.945045
id22846,0.0108084,0.940199,0.0490227
id09588,0.988154,0.00993184,0.00194463
id10337,0.137917,0.0287583,0.833354
id05744,0.948404,0.0374489,0.014177
id19624,0.203436,0.502133,0.294461
id00939,0.299763,0.559375,0.140892
id24424,0.0611552,0.105191,0.833684
id14406,0.487003,0.0145041,0.498523
id08961,0.261403,0.255867,0.482759
id27004,0.388244,0.251107,0.36068
id24072,0.211502,0.783312,0.00521613
id23738,0.00318118,0.988651,0.00819833
id13676,0.0387527,0.0363599,0.924917
id19636,0.806454,0.00159107,0.191985
id09466,0.982117,0.0130312,0.00488184
id04434,0.108218,0.773255,0.118556
id24016,0.291767,0.552025,0.156238
id09168,0.683052,0.0866883,0.23029
id24262,0.824735,0.0263081,0.148987
id01441,0.670608,0.15431,0.175111
id20170,0.0740922,0.116102,0.809836
id02342,0.672418,0.0689794,0.258632
id23334,0.0938797,0.637976,0.268174
id09262,0.745281,0.0571795,0.197569
id17822,0.436606,0.188965,0.374459
id14466,0.105059,0.816926,0.0780447
id14319,0.36457,0.154079,0.481381
id02387,0.658196,0.0866614,0.255172
id13617,0.969889,0.0293268,0.00081431
id08025,0.979793,0.0144651,0.00577196
id23364,0.600376,0.347443,0.0522112
id01438,0.513632,0.0393528,0.447045
id05288,0.179156,0.700904,0.119969
id24441,0.222763,0.0647672,0.7125
id18048,0.32471,0.0389882,0.636331
id27822,0.104681,0.585131,0.310218
id23906,0.473891,0.276878,0.249261
id07059,0.147646,0.275233,0.577151
id08357,0.222489,0.0862039,0.691337
id13619,0.0504009,0.0626171,0.887012
id27086,0.272084,0.52424,0.203706
id03789,0.905983,0.0230276,0.071019
id00177,0.0042301,0.0009624,0.994837
id01552,0.50669,0.201179,0.292162
id03027,0.132054,0.520904,0.347071
id15841,0.0513422,0.89216,0.056528
id27214,0.162337,0.451495,0.386198
id14095,0.520677,0.155686,0.323667
id08434,0.00221359,0.992049,0.00576767
id05532,0.528945,0.262383,0.208701
id06247,0.049791,0.831454,0.118785
id09916,0.946431,0.0194145,0.0341843
id18651,0.993041,0.000921404,0.00606739
id26324,0.367616,0.44116,0.191254
id27363,0.265745,0.280798,0.453487
id02302,0.353347,0.047275,0.599408
id12845,0.348439,0.476192,0.1754
id20294,0.0673339,0.318708,0.613988
id04233,0.226392,0.0620989,0.711539
id20000,0.00012655,0.999876,2.76702e-05
id02527,0.496613,0.0113131,0.492104
id26763,0.0249552,0.936178,0.0388967
id15763,0.0306547,0.943896,0.0254795
id10374,0.993426,0.00110532,0.00549886
id00901,0.0863418,0.819787,0.093901
id22161,0.323551,0.462465,0.214013
id15200,0.738668,0.137534,0.123828
id15430,0.719172,0.135948,0.144911
id27468,0.541616,0.0196453,0.438769
id02378,0.0190295,0.000380621,0.98062
id23250,0.990872,0.00621141,0.00294681
id18374,0.0267046,0.000825502,0.9725
id01146,0.867289,0.132232,0.000508209
id24617,0.971172,0.00113303,0.027725
id01754,0.00160752,0.947947,0.0504759
id11383,0.387138,0.40486,0.208032
id24713,0.389795,0.47511,0.135126
id26161,0.218398,0.683119,0.0985131
id12466,0.612408,0.0108408,0.376782
id17409,0.792277,0.139592,0.0681608
id04066,0.572363,0.424883,0.00278447
id16890,0.156002,0.686698,0.15733
id03358,0.876674,0.0590136,0.0643425
id19133,0.973141,0.0124451,0.0144439
id07358,0.00911515,0.957678,0.0332365
id27773,0.346544,0.614327,0.039159
id10699,0.00699189,0.928218,0.0648201
id08693,0.905509,0.0338362,0.0606847
id11944,0.53198,0.446104,0.0219456
id02240,0.37396,0.142896,0.483174
id23124,0.824692,0.0253027,0.150036
id05465,0.803754,0.12685,0.0694263
id15540,0.444183,0.354508,0.201339
id16715,0.00623596,0.0120801,0.981714
id12563,0.0839395,0.108314,0.807777
id00583,0.00140665,0.354202,0.644422
id27730,0.559839,0.109015,0.331176
id00896,0.0445071,0.584208,0.371315
id15031,0.711498,0.274571,0.013961
id23271,0.0797712,0.815085,0.105174
id17004,0.189112,0.259474,0.551444
id10247,0.176215,0.158774,0.665042
id12055,0.61974,0.278108,0.102182
id22719,0.94057,0.00643709,0.0530227
id06891,0.456846,0.482956,0.060228
id27281,0.968043,0.0201353,0.011852
id23104,0.965165,0.0118608,0.023004
id14491,0.00391897,0.995826,0.000285353
id24292,0.329885,0.526417,0.143728
id15777,0.282534,0.15128,0.566216
id22522,0.0761366,0.0171124,0.906781
id25136,0.0643741,0.895555,0.0401006
id17735,0.238522,0.628479,0.133029
id18869,0.654004,0.0580346,0.287991
id20815,0.130738,0.817787,0.0515052
id15238,0.893523,0.0520337,0.0544735
id24454,0.0327354,0.0282371,0.939058
id14402,0.0935335,0.0388048,0.867692
id10985,0.966913,0.0146331,0.0184839
id12747,0.846756,0.0608916,0.0923829
id11581,0.83598,0.0139063,0.150144
id07594,0.720659,0.20112,0.0782504
id08240,0.493491,0.494542,0.0119971
id12773,0.285786,0.551402,0.162842
id12838,0.762357,0.00182308,0.23585
id23322,0.0505552,0.883151,0.0663237
id22344,0.573188,0.370135,0.0567066
id12881,0.354977,0.144345,0.500708
id20147,0.0867493,0.0346482,0.878632
id13261,0.577539,0.305282,0.117209
id01842,0.487457,0.129264,0.383309
id25884,0.918593,0.0171462,0.0642912
id01643,0.83115,0.108456,0.0604237
id26737,0.197133,0.570238,0.232659
id10558,0.158309,0.754074,0.0876474
id20458,0.00314684,0.00268337,0.9942
id23965,0.479383,0.371113,0.149534
id26758,0.410006,0.239818,0.350206
id27519,0.862845,0.0714309,0.0657542
id20676,0.827055,0.129283,0.0436923
id10536,0.994191,0.00185354,0.00398575
id12652,0.765985,0.0582901,0.175755
id00041,0.0439483,0.0109331,0.945149
id16051,0.190332,0.584695,0.225003
id02396,0.410348,0.016439,0.573243
id00294,0.464309,0.203767,0.331954
id07695,0.453576,0.538492,0.00796227
id12440,0.602678,0.301357,0.0959947
id18373,0.160472,0.745853,0.0937049
id16812,0.217558,0.730336,0.0521353
id20901,0.00917491,0.936365,0.0544904
id12076,0.0351135,0.000259941,0.964657
id19184,0.534459,0.0864145,0.379156
id08937,0.240137,0.443737,0.316156
id08181,0.182768,0.502861,0.314401
id10111,0.954982,0.0178463,0.0272016
id24104,0.000568208,0.999224,0.000237725
id24837,0.0951916,0.571024,0.333815
id15659,0.121936,0.0138699,0.864224
id14673,0.68436,0.0585605,0.25711
id22539,0.432333,0.228866,0.33883
id22413,0.725814,0.217562,0.0566536
id19433,0.582915,0.272239,0.144875
id11633,0.0667397,0.150461,0.78283
id04727,0.136214,0.282416,0.5814
id26735,0.572205,0.0158991,0.411926
id17167,0.316765,0.573085,0.11018
id04188,0.285791,0.701558,0.0126807
id07861,0.981528,0.0145849,0.00391758
id05163,0.61048,0.0268265,0.362723
id14142,0.40856,0.214354,0.377116
id16011,0.595299,0.0151052,0.389626
id24117,0.853874,0.133946,0.0122106
id06439,0.343206,0.189676,0.467148
id06481,0.354501,0.115492,0.530037
id10069,0.986068,0.00685108,0.0071106
id11204,0.308089,0.231624,0.460318
id15541,0.228842,0.034963,0.736225
id11872,0.234599,0.412074,0.353358
id21639,0.094574,0.617014,0.288442
id19801,0.200302,0.0170935,0.782634
id15798,0.478211,0.299199,0.222619
id18282,0.0116611,0.00542857,0.98294
id27107,0.603813,0.119916,0.276301
id23052,0.930371,0.03419,0.0354692
id19129,0.0691207,0.803528,0.127381
id08088,0.324552,0.590446,0.0850321
id26398,0.977935,0.00886769,0.0132276
id06010,0.24132,0.0511399,0.70757
id24813,0.923994,0.0437503,0.0322853
id27399,0.429584,0.151168,0.419278
id15776,0.734117,0.0141846,0.251729
id25955,0.0152128,0.0194729,0.965344
id19866,0.377043,0.501267,0.121721
id00804,0.0890734,0.0643525,0.846604
id03140,0.804882,0.076263,0.118885
id21261,0.881438,0.000248205,0.118343
id11754,0.923322,0.0728472,0.00386039
id07880,0.901407,0.0672814,0.0313417
id25080,0.489907,0.230806,0.279317
id09317,0.831749,0.126546,0.0417345
id15488,0.594796,0.201743,0.203491
id19606,0.919482,0.0253873,0.0551604
id14247,0.0268153,0.00374799,0.969467
id21692,0.935258,0.0363883,0.0283833
id24843,0.872781,0.121586,0.00566277
id11433,0.702789,0.087417,0.209824
id04705,0.00449087,0.903762,0.0917768
id04583,0.0149321,0.975155,0.0099429
id21401,0.1533,0.0308125,0.815917
id20649,0.514744,0.480174,0.00511186
id02631,0.918949,0.0636775,0.0174036
id19128,0.00664944,0.987495,0.0058855
id27401,0.650953,0.25886,0.0902171
id10015,0.921112,0.0187622,0.0601562
id09875,0.805151,0.188688,0.00619086
id07941,0.902213,0.0797947,0.0180224
id00882,0.764323,0.172828,0.0628784
id14143,0.975771,0.0194772,0.00478199
id02713,0.258022,0.0437139,0.698294
id16462,0.195942,0.31668,0.487408
id08522,0.850596,0.0342455,0.115189
id07181,0.230115,0.731714,0.0382005
id20918,0.124406,0.026189,0.849435
id06178,0.0118446,0.0299214,0.958264
id08857,0.388276,0.43879,0.172964
id23193,0.791526,0.0765157,0.131989
id19651,0.918793,0.0577959,0.0234413
id09135,0.205213,0.0247111,0.770106
id16416,0.104121,0.828083,0.0678259
id03990,0.980033,0.00546655,0.0145301
id09922,0.547253,0.322104,0.130672
id17688,0.748222,0.138146,0.113662
id05846,0.220689,0.511348,0.267992
id22599,0.0731367,0.914303,0.0125898
id15087,0.774631,0.156061,0.0693379
id14711,0.0545423,0.210929,0.734559
id09969,0.093487,0.879917,0.0266258
id21377,0.078529,0.0274181,0.894083
id25247,0.0423151,0.797266,0.160449
id23590,0.196714,0.76005,0.0432663
id21390,0.0727597,0.371959,0.555311
id21176,0.480191,0.287996,0.231843
id27310,0.375421,0.0906396,0.53397
id03802,0.145156,0.0126565,0.842218
id19012,0.798822,0.085889,0.115319
id02414,0.028224,0.00414156,0.967664
id21814,0.711306,0.0330561,0.255668
id00247,0.69947,0.246488,0.0540719
id24584,0.339173,0.521277,0.13958
id01109,0.108869,0.0224007,0.86876
id07953,0.568612,0.0745517,0.356866
id02030,0.43928,0.22339,0.33736
id23912,0.511295,0.134491,0.354244
id13856,0.695234,0.0827924,0.222004
id18661,0.460943,0.518575,0.0205116
id16595,0.4644,0.0905536,0.445076
id11387,0.00104527,0.344828,0.654157
id12489,0.178085,0.149622,0.672323
id26079,0.565386,0.402034,0.0326101
id05553,0.264626,0.715767,0.0196364
id09596,0.649801,0.0339062,0.316323
id23663,0.318939,0.501888,0.179203
id25726,0.0934804,0.000137154,0.906412
id18105,0.546808,0.0927264,0.360496
id23249,0.201044,0.160584,0.638402
id19756,0.0209292,0.00411624,0.974984
id23981,0.237571,0.282563,0.479896
id11521,0.0309069,0.0139214,0.955202
id17449,0.0249921,0.0170848,0.957953
id15479,0.780187,0.105519,0.114324
id13555,0.0299916,0.028834,0.941204
id01520,0.905808,0.0442981,0.049924
id03093,0.937001,0.0183619,0.0446669
id09992,0.42317,0.472515,0.104346
id06668,0.152344,0.568222,0.279465
id19568,0.788628,0.159156,0.0522454
id17963,0.130375,0.0217028,0.847952
id04142,0.729551,0.187595,0.082884
id24508,0.310812,0.0467231,0.642495
id10791,0.687525,0.0338741,0.278631
id01228,0.354887,0.032087,0.613056
id24879,0.38162,0.213634,0.404775
id19795,0.934606,0.00425633,0.0611673
id02488,0.110642,0.0947067,0.794681
id10204,0.510423,0.0503202,0.439286
id20878,0.824574,0.0482643,0.127192
id10163,0.375164,0.0762933,0.548573
id26439,0.682407,0.0446714,0.272951
id06268,0.498359,0.483055,0.0186159
id05530,0.157791,0.179842,0.662397
id15914,0.0116085,0.967447,0.0209744
id21656,0.490549,0.0870228,0.422459
id16473,0.000579346,0.99934,0.000110844
id11262,0.0668693,0.120486,0.812674
id15332,0.208975,0.225356,0.5657
id01765,0.0647934,0.0592451,0.875991
id12527,0.931569,0.00338675,0.0650743
id16877,0.268528,0.00823735,0.723264
id19105,0.302528,0.588341,0.109161
id19533,0.894766,0.0171018,0.0881623
id27557,0.182143,0.70738,0.110507
id19487,0.0507573,0.286141,0.663132
id25958,0.0739636,0.07973,0.846336
id22331,0.905161,0.00078675,0.0940821
id13674,0.990517,0.00945213,6.13491e-05
id04688,0.931213,0.0189184,0.0498986
id25663,0.185185,0.0320093,0.782836
id00344,0.353292,0.55415,0.0925879
id11323,0.837306,0.126429,0.0362941
id18670,0.580687,0.313934,0.10541
id23811,0.948453,0.026657,0.0249197
id27702,0.952601,0.0386322,0.00879716
id09979,0.505466,0.255539,0.239025
id25040,0.0235658,0.906804,0.0696599
id00083,0.84875,0.12878,0.0225002
id19751,0.981739,0.00582351,0.012467
id19385,0.134179,0.0553187,0.810533
id22498,0.5421,0.283095,0.174835
id20381,0.906087,0.0455804,0.0483622
id00428,0.046819,0.000984684,0.952226
id26942,0.111558,0.574843,0.313629
id10242,0.408,0.00986179,0.582168
id08136,0.00447639,0.0170105,0.978543
id00055,0.000472241,0.00328613,0.996272
id15243,0.479106,0.124093,0.396831
id13954,0.925319,0.0520084,0.0227021
id26797,0.532897,0.0212619,0.445871
id11384,0.0331833,0.713954,0.252893
id07965,0.111089,0.239672,0.64927
id19311,0.445677,0.228093,0.326259
id08841,0.666579,0.313618,0.0198329
id14884,0.675806,0.139709,0.184514
id10859,0.851235,0.0211584,0.127636
id10460,0.676154,0.250628,0.0732481
id25236,0.438648,0.362973,0.198409
id19325,0.0179918,0.935575,0.0464636
id03265,0.213423,0.719887,0.0667203
id08636,0.0224214,0.927051,0.050558
id11848,0.202435,0.566037,0.231558
id20945,0.515635,0.0224205,0.461975
id04971,0.985198,0.00422595,0.0106059
id08496,0.843754,0.0522854,0.10399
id23091,0.13465,0.00128912,0.864091
id06654,0.154493,0.212849,0.632688
id10002,0.662988,0.253547,0.0834951
id16426,0.464128,0.520812,0.0150898
id12285,0.181801,0.796229,0.022
id18466,0.901458,0.0741641,0.0244083
id27110,0.801732,0.0706556,0.127643
id07502,0.566999,0.334432,0.098599
id02890,0.301819,0.482457,0.215753
id19800,0.100075,0.851142,0.0488138
id19162,0.0434143,0.923383,0.033233
id23696,0.349823,0.593917,0.0562907
id25580,0.112831,0.752248,0.13495
id09671,0.371943,0.48512,0.142967
id21501,0.00197205,0.992896,0.00516187
id23983,0.101065,0.448636,0.450328
id15163,0.152438,0.562503,0.285089
id03351,0.109016,0.562761,0.328252
id07575,0.038625,0.921367,0.0400379
id12149,0.0458654,0.574335,0.37983
id10262,0.404408,0.475714,0.119909
id20055,0.2025,0.794569,0.00296082
id16660,0.957324,0.0123824,0.0303239
id03200,0.126321,0.173431,0.700277
id19508,0.799033,0.089482,0.111515
id03793,0.0214817,0.915491,0.0630573
id19882,0.334894,0.502209,0.162927
id16261,0.98796,0.0104066,0.00166326
id22519,0.0394901,0.100102,0.860438
id24023,0.171654,0.654566,0.17381
id04432,0.149344,0.594074,0.256611
id06228,0.857799,0.105129,0.0371018
id20655,0.90804,0.0225838,0.0694061
id10603,0.667987,0.246431,0.0856121
id05162,0.891706,0.0515191,0.0568045
id18462,0.307864,0.0939787,0.598187
id10034,0.302733,0.430535,0.266762
id20090,0.0582824,0.0169619,0.924786
id10966,0.0624648,0.0268035,0.910762
id10696,0.0673115,0.866666,0.0660524
id01326,0.346115,0.185264,0.468651
id03613,0.376735,0.449199,0.174096
id01794,0.987764,0.0064475,0.00581806
id26181,0.175321,0.162448,0.662261
id27587,0.46375,0.372521,0.163759
id08364,0.970936,0.0174829,0.011611
id24179,0.867725,0.0390638,0.0932409
id02284,0.934857,0.0066736,0.0584995
id10671,0.80286,0.0706336,0.126536
id08252,0.56359,0.192234,0.244206
id15951,0.745836,0.00745672,0.246737
id21864,0.0492186,0.338443,0.612369
id04453,0.184457,0.72443,0.0911433
id12771,0.0483681,0.145385,0.806277
id09751,0.928823,0.0249212,0.0462858
